"27,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"27,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,47,-1","27,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,72,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,47,-1","29,-1,-1","29,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,47,-1","29,47,-1","29,47,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,47,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","29,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","28,-1,-1","28,-1,-1","28,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","45,2,-1"
"45,1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,-1,-1","27,2,-1"
"45,1,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,0,-1","45,2,-1"
,,,,,,,,,,,,,,,,,,,,,,,,
ShapeSize,0,,,,,,,,,,,,,,,,,,,,,,,
WallType,WallPosition.x,WallPosition.y,WallSize.x,WallSize.y,,,,,,,,,,,,,,,,,,,,
